Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
Polethh,579,-1,1727,1381,1035,-1,-1,1033,-1,-1,-1,-1,3163,3487,-1,516,37,36,38,41,41,24,46,51,48,1,50,51,3,1,40,1,1,1,1,1,1,1,1,ge
karlisbeth_9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3162,3488,-1,245,49,40,50,47,1,9,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
ybpie,1169,13679,1731,853,1133,-1,-1,1097,-1,1063,1061,-1,3163,3467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ge
gurthix420,1038,1007,1654,1351,1101,1173,-1,1067,-1,2912,1061,-1,3159,3488,-1,166,7,1,43,33,1,1,1,8,55,1,1,1,3,1,1,1,1,1,1,1,1,1,1,ge
Aquaa king,1169,1007,1478,1359,1133,-1,-1,1097,-1,1059,1061,-1,3163,3470,-1,713,60,35,67,60,27,45,45,50,60,19,48,50,44,29,11,10,34,14,1,1,1,1,1,ge
JaOjx1,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3158,3484,-1,204,1,1,1,10,1,1,45,1,1,1,1,1,1,53,77,1,1,1,1,1,1,1,1,ge
Yellow Ham,1163,4391,1710,1333,1121,12954,-1,1079,-1,775,1061,-1,3167,3487,-1,874,70,60,74,69,41,44,57,96,1,1,56,60,40,40,40,17,29,25,1,15,1,1,1,ge
EggyEggerton,12453,-1,-1,1387,12449,-1,-1,12445,-1,-1,-1,-1,3162,3488,-1,316,27,20,30,28,1,1,22,10,5,1,6,3,43,44,51,1,1,1,1,1,17,1,1,ge
ar-wy-eh-en,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3167,3487,-1,1232,74,72,81,90,99,70,81,75,37,90,53,30,56,50,42,61,43,28,80,17,1,1,1,ge
Red Hare Pk,-1,-1,1702,1333,24037,-1,-1,24040,-1,-1,24043,-1,3159,3488,-1,932,72,65,65,68,46,51,52,44,38,40,44,30,42,36,38,37,59,31,35,1,4,9,25,ge
Idontcar3751,-1,13679,-1,1387,-1,-1,-1,-1,-1,-1,9005,-1,3166,3487,-1,933,60,60,65,65,60,50,82,70,70,1,60,55,58,69,60,1,1,1,1,1,41,1,1,ge
Iamtdot,23448,-1,-1,-1,12235,12243,-1,12237,-1,13665,11019,-1,3166,3471,-1,217,5,2,24,18,1,30,1,15,41,1,6,44,2,4,15,1,1,1,1,1,1,1,1,ge
99 Too Long,4164,9801,1706,-1,4868,-1,-1,4874,-1,11120,88,-1,3163,3484,-1,1354,76,76,76,76,59,60,70,99,71,75,31,86,36,39,40,57,33,53,53,67,38,30,53,ge
I PK SWEATS,11865,6570,19553,1387,10551,12954,-1,4995,-1,7462,11840,-1,3166,3487,713,1628,86,85,83,89,88,70,78,70,70,70,70,70,70,70,70,53,71,60,79,54,57,62,53,ge
Thejobcentre,-1,-1,-1,-1,-1,13660,-1,-1,-1,-1,-1,-1,3169,3491,-1,986,75,2,85,81,80,52,62,47,70,34,70,77,35,50,70,1,14,26,25,19,1,9,1,ge
Baladeon,1147,10499,1731,772,10564,12954,-1,4585,-1,2491,9005,-1,3167,3477,-1,1253,70,70,73,78,83,60,59,59,77,41,62,58,51,50,52,45,56,50,62,23,24,9,41,ge
lamayo2,6188,4389,552,20590,6184,20166,-1,6185,-1,2912,23288,-1,3164,3469,1833,286,11,13,4,45,1,21,60,31,69,1,5,11,1,1,4,1,1,1,1,1,1,1,1,ge
Mattesteb4n,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3163,3487,-1,658,60,47,57,56,1,29,42,61,50,1,59,24,35,43,52,1,1,1,1,1,34,1,1,ge
iRush,13591,13593,1708,-1,13595,-1,-1,13597,-1,776,13601,-1,3166,3470,-1,2032,99,99,99,99,99,99,99,99,99,99,99,70,94,74,74,79,75,72,85,84,63,86,87,ge
andysw18,1147,-1,-1,1333,1035,-1,-1,1099,-1,-1,-1,-1,3163,3465,-1,1453,75,75,87,83,81,70,75,70,57,61,74,63,61,51,60,45,70,53,64,42,49,40,47,ge
Cyzas420,4904,6570,6585,4910,4916,-1,-1,4922,-1,11133,11840,-1,3165,3487,-1,1228,85,80,94,92,92,60,59,65,71,46,63,41,60,56,46,40,36,39,83,17,1,1,1,ge
LDTurk,-1,4365,-1,1275,-1,-1,-1,-1,-1,1059,1061,-1,3162,3487,-1,0,1,1,1,1,1,1,1,53,52,1,50,50,40,1,1,1,1,1,1,1,1,1,1,ge
Big Balla280,12466,1019,1478,1333,1113,12468,-1,12462,-1,1059,1061,-1,3166,3464,-1,280,40,40,40,40,1,26,8,17,1,1,7,3,9,15,24,1,1,1,1,1,1,1,1,ge
twinzk0u,19641,6570,19553,12774,11832,11283,-1,11834,-1,7462,13239,-1,3157,3475,-1,1463,91,88,97,95,94,75,95,73,57,51,55,50,62,51,70,52,60,54,88,42,22,10,31,ge
corrupto01,4302,4304,4306,-1,4298,-1,-1,6655,-1,1580,11860,-1,3165,3487,-1,807,63,60,70,69,74,55,55,10,36,9,1,33,54,85,60,1,47,1,20,1,1,1,1,ge
ThickTick,1161,1027,1725,1331,1123,1199,-1,1091,-1,1059,4129,-1,3159,3465,-1,0,1,40,1,1,1,1,1,1,1,12,1,43,1,34,50,17,1,25,1,1,1,1,1,ge
FrostyZulu,13667,13669,-1,12773,13671,-1,-1,13673,-1,13675,13677,-1,3168,3484,-1,1671,80,78,80,80,75,70,75,89,70,65,68,66,70,70,74,63,70,75,68,81,57,77,70,ge
35 Toktz 593,1017,-1,-1,1357,1117,1173,-1,3059,-1,3060,-1,-1,3163,3475,-1,392,30,7,29,27,10,27,1,61,58,1,63,59,3,1,7,1,1,1,1,1,1,1,1,ge
murdermurrf,1017,4405,1727,1381,1035,-1,-1,1033,-1,2912,1061,-1,3166,3473,-1,262,20,25,20,28,1,15,34,36,5,1,44,8,9,2,6,1,1,1,1,1,1,1,1,ge
Soul Getter,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3165,3466,-1,529,60,1,62,64,70,43,70,1,36,12,1,1,34,20,1,1,4,20,24,1,1,1,1,ge
oldrunes11,1040,-1,1009,1349,6654,-1,-1,1077,-1,-1,-1,-1,3158,3488,-1,262,14,16,13,19,1,5,21,21,33,1,14,31,3,28,34,1,1,1,1,1,1,1,1,ge
omjina,1159,1019,1725,-1,1121,1197,-1,12279,-1,-1,-1,-1,3162,3487,-1,359,38,30,32,34,1,17,1,44,18,1,39,21,3,34,38,1,1,1,1,1,1,1,1,ge
Soapykoolaid,11864,10498,-1,1381,1035,-1,-1,1033,-1,2491,-1,-1,3160,3490,-1,1197,76,80,78,84,89,80,70,57,60,78,61,41,55,44,32,38,36,26,60,12,3,4,33,ge
MOB COLB,-1,21795,11113,1275,-1,-1,-1,-1,-1,-1,-1,-1,3161,3482,-1,1598,78,85,80,91,93,77,86,70,77,99,71,99,72,62,60,59,66,56,79,22,44,22,50,ge
MogarTheAlt,3057,13679,10364,1387,-1,-1,-1,-1,-1,1065,7596,-1,3162,3487,713,599,1,1,1,41,50,2,99,89,47,1,58,48,8,85,60,1,1,1,1,1,1,1,1,ge
Malazarte310,1050,9750,10364,1387,-1,-1,-1,-1,-1,1065,11840,-1,3165,3487,713,661,75,75,99,89,47,43,89,4,27,1,7,1,13,29,15,10,31,1,1,1,1,1,1,ge
Papikills,20595,4351,9470,1387,20517,20714,-1,20520,-1,2922,2914,-1,3167,3489,713,187,30,1,30,16,1,1,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
Fiyr Dingo,1949,-1,1478,1349,1115,1191,-1,1067,-1,1063,1061,-1,3165,3487,-1,388,25,20,20,23,1,20,10,52,30,1,51,34,20,30,43,1,1,1,1,1,1,1,1,ge
Cesarhfer68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3166,3492,-1,267,32,1,1,44,1,43,93,4,1,1,1,1,1,1,10,1,25,1,1,1,1,1,1,ge
DON Shayde,1163,1007,1725,1333,1127,1201,-1,1079,-1,-1,-1,-1,3160,3486,-1,1052,75,70,90,82,76,45,63,45,56,70,28,59,37,63,20,3,40,29,54,17,1,9,20,ge
rekktum,13258,-1,11109,10129,13259,-1,-1,13260,-1,-1,13261,-1,3162,3491,-1,1630,95,91,99,99,96,77,96,67,67,81,88,51,61,45,76,58,76,53,89,35,44,9,77,ge
Emirito,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3164,3487,-1,349,41,40,40,48,40,23,57,4,41,1,1,2,1,1,1,1,1,1,1,1,1,1,1,ge
Ankou Maul,20095,23351,23240,23235,20098,-1,-1,20104,-1,20101,20107,-1,3168,3486,-1,751,1,1,74,63,41,1,50,41,77,23,27,30,36,34,41,21,38,34,55,23,9,9,22,ge
ojaldre,1153,4349,-1,-1,1115,-1,-1,1067,-1,2922,-1,-1,3162,3492,-1,384,40,41,49,45,17,32,69,20,4,1,1,5,4,29,10,1,10,1,1,1,1,1,1,ge
Lightocga746,-1,-1,-1,1381,1127,1201,-1,1079,-1,1065,-1,-1,3167,3488,-1,692,60,60,60,62,60,35,38,45,60,1,45,60,9,29,60,1,1,1,1,1,1,1,1,ge
Jesus Real,-1,1031,-1,1387,-1,13660,-1,-1,-1,-1,-1,-1,3163,3487,-1,142,1,1,1,10,1,1,96,4,1,1,1,1,4,1,10,1,1,1,1,1,1,1,1,ge
Coldahrim335,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3167,3489,-1,182,17,22,16,21,1,14,1,1,1,1,75,1,1,1,1,1,1,1,1,1,1,1,1,ge
Pr00fStrik3r,579,4411,1727,1387,577,-1,-1,1011,-1,1065,1061,-1,3163,3487,713,183,1,1,1,45,56,1,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
Get Sm0ked,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3166,3474,713,612,41,5,80,77,80,1,81,52,81,1,28,50,1,1,1,1,1,25,1,1,1,1,1,ge
H 2 P,9764,9762,-1,1387,13284,-1,-1,13288,-1,-1,12891,-1,3165,3484,713,926,61,1,70,65,90,42,99,77,70,1,70,62,70,90,50,1,1,1,1,1,1,1,1,ge
SkillSet Rs,13258,9801,-1,24537,13259,-1,-1,13260,-1,19691,13261,-1,3172,3491,-1,784,1,1,1,10,1,1,1,99,62,80,47,73,70,50,51,55,35,25,10,43,9,9,50,ge
GoL Zamorak,1053,23297,10364,1333,23303,-1,-1,7378,-1,-1,-1,-1,3164,3487,-1,593,40,1,50,52,58,1,59,51,50,1,50,53,59,10,50,1,1,1,1,1,1,1,1,ge
Aklator98,1159,-1,10364,1329,1121,1197,-1,1071,-1,1065,-1,-1,3164,3481,-1,368,27,30,27,35,40,23,11,45,18,1,47,19,8,2,27,1,1,1,1,1,1,1,1,ge
Jay-eases,3057,13679,-1,853,1135,-1,-1,1099,-1,1065,-1,-1,3164,3471,-1,783,60,60,67,67,66,47,60,66,57,1,55,50,37,33,48,1,1,1,1,1,2,1,1,ge
exotic f2p,1153,4353,1729,1387,1115,1191,-1,1067,-1,1065,1061,-1,3163,3487,-1,381,40,1,86,79,85,1,64,4,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,ge
PaksasGeria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3163,3487,-1,562,49,44,42,45,40,15,38,36,36,1,46,50,50,29,11,1,1,1,1,1,23,1,1,ge
quebec418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,-1,3163,3487,-1,1106,62,60,68,63,51,55,85,40,51,59,12,50,63,95,50,31,38,53,57,1,60,1,1,ge
mrfrogisnice,1017,-1,-1,1387,-1,13660,-1,-1,-1,-1,-1,-1,3166,3472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ge
TioAceite,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3165,3476,-1,360,30,20,23,26,1,21,1,45,41,1,45,30,3,34,31,1,1,1,1,1,1,1,1,ge
Rocker14Hero,1153,1019,1731,1325,1115,1191,-1,1067,-1,2902,1061,-1,3162,3488,-1,152,8,3,10,12,1,18,2,18,25,1,1,40,3,1,1,1,1,1,1,1,1,1,1,ge
BlvckWolf666,-1,4411,1654,1333,1113,2629,-1,3477,-1,2912,23294,-1,3165,3493,-1,268,40,40,33,38,1,23,1,15,13,1,10,1,1,2,41,1,1,1,1,1,1,1,1,ge
CoVld-9teen,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3167,3490,-1,258,40,1,70,59,1,1,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
tubelite,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3166,3487,713,132,4,1,1,33,1,1,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
Cocaine Chef,20205,10499,22557,21646,20208,-1,-1,9636,-1,2922,2914,-1,3171,3485,-1,530,50,1,69,71,80,20,58,1,41,10,1,12,31,14,1,1,31,14,20,1,1,1,1,ge
so over edge,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3164,3486,-1,0,1,1,76,71,77,1,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
arubbishbin,-1,1019,-1,1381,-1,-1,-1,-1,-1,-1,-1,-1,3167,3489,-1,205,1,11,1,23,11,4,50,24,6,1,1,26,15,22,1,1,1,1,1,1,1,1,1,ge
Quackrange,1163,1007,1731,853,1113,-1,-1,1099,-1,1065,1061,-1,3170,3490,-1,799,47,42,44,80,91,52,65,29,50,41,29,50,31,11,25,15,38,5,50,1,1,1,1,ge
83 raurg 115,2587,4385,1478,2402,2583,2589,-1,3472,-1,-1,-1,-1,3165,3492,-1,633,60,60,61,60,39,47,38,50,42,1,25,44,33,40,25,1,1,1,1,1,1,1,1,ge
Old Mackko,1169,4371,1731,853,1129,-1,-1,1099,-1,1065,1061,-1,3163,3487,-1,216,1,1,1,53,64,1,1,40,1,1,40,1,1,1,1,1,1,1,1,1,1,1,1,ge
94sigmaman,13203,13679,-1,21354,-1,13660,-1,-1,-1,-1,-1,-1,3170,3486,-1,299,70,70,70,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
mafia tra,-1,-1,-1,-1,1135,-1,-1,-1,-1,1065,-1,-1,3167,3487,-1,1494,99,99,99,99,99,77,99,70,57,29,53,60,70,50,52,45,59,57,69,38,27,60,27,ge
IR0N x RNG,1949,1007,1654,853,1135,-1,-1,1099,-1,1065,1061,-1,3164,3477,-1,1560,75,70,90,88,89,60,86,83,75,71,80,70,68,70,67,58,63,90,78,44,32,1,52,ge
Qp Vempsel,1042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3161,3475,-1,170,10,10,25,21,1,10,9,12,9,1,9,18,9,6,12,1,1,1,1,1,1,1,1,ge
crookedkeane,1153,-1,552,1323,1125,1191,-1,1077,-1,1059,-1,-1,3163,3487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ge
JewishAlcher,20205,9762,1692,1387,20208,13681,-1,-1,-1,2922,9005,-1,3165,3487,-1,433,30,20,23,27,1,20,99,7,36,18,1,23,32,1,1,1,10,2,1,77,1,1,1,ge
Salmon Ella,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3164,3487,713,497,40,1,85,77,84,44,80,1,1,1,1,1,7,1,1,1,52,14,1,1,1,1,1,ge
ProMaxSkull,1163,4405,1731,1273,2653,2659,-1,2655,-1,1065,1061,-1,3167,3495,897,442,50,44,50,48,40,23,37,11,30,1,12,17,12,29,30,1,1,1,1,1,1,1,1,ge
Aphrodite224,2627,23410,552,1333,1113,2629,-1,3477,-1,-1,23294,-1,3164,3471,-1,466,46,46,44,46,31,17,32,39,30,1,35,32,8,27,24,1,1,1,1,1,1,1,1,ge
F N,1155,-1,-1,1279,1103,1189,-1,1087,-1,-1,-1,-1,3165,3470,-1,0,3,1,2,10,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,ge
WrathvilIan,12399,2412,-1,2415,544,-1,-1,542,-1,-1,3105,-1,3162,3489,-1,1053,50,2,86,78,80,44,64,95,49,61,29,50,53,54,58,1,30,15,56,28,19,1,50,ge
lilsmgking,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3161,3486,-1,233,41,1,71,60,6,1,1,4,5,1,7,1,3,1,22,1,1,1,1,1,1,1,1,ge
bluesoccer23,1169,4365,-1,853,1101,-1,-1,1067,-1,1063,1061,-1,3165,3470,-1,312,50,1,50,48,44,31,57,1,7,1,10,1,1,1,1,1,1,1,1,1,1,1,1,ge
NoLifeRr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3165,3500,-1,1161,75,75,85,79,65,52,76,60,66,85,25,70,55,40,75,40,36,40,55,4,1,1,1,ge
Nasty Carpet,1038,1007,1729,1387,1035,1191,-1,1033,-1,2912,1061,-1,3153,3482,-1,73,1,1,1,10,1,1,1,39,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,ge
NueZaud Rs,1153,1007,-1,1381,1115,1191,-1,1067,-1,1065,1061,-1,3165,3476,-1,556,52,52,52,62,70,39,59,18,46,1,10,20,8,29,30,1,1,1,1,1,1,1,1,ge
harlemspartn,-1,-1,1708,-1,-1,-1,-1,-1,-1,-1,-1,-1,3170,3489,-1,337,33,1,40,26,1,14,50,13,19,27,1,1,4,29,11,10,30,22,1,1,1,1,1,ge
Orcanels1037,1949,-1,1731,853,1101,-1,-1,1099,-1,1065,-1,-1,3176,3485,-1,333,40,1,71,69,74,1,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
LIIIIIIIIONS,579,4363,-1,22361,-1,-1,-1,-1,-1,-1,-1,-1,3157,3484,-1,265,40,1,47,49,56,1,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
rectaIravagr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3177,3490,-1,639,30,40,30,45,20,10,76,55,87,1,40,50,31,39,46,1,1,1,1,13,20,1,1,ge
naturalskux,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3162,3490,-1,337,30,20,21,25,1,13,32,46,31,1,30,30,9,29,11,1,1,1,1,1,1,1,1,ge
Big Blue Hat,11898,10499,19547,12788,544,-1,-1,2497,-1,7458,3105,-1,3167,3489,-1,1337,60,1,81,80,86,52,92,69,60,60,49,50,71,50,40,60,52,53,69,64,39,49,50,ge
lwafflesl,2581,6570,6585,12926,12596,-1,-1,2497,-1,19994,22954,-1,3172,3479,-1,1105,41,1,56,64,75,74,94,63,47,99,61,37,52,65,71,49,40,53,33,8,1,1,20,ge
Your Brozzer,1050,-1,-1,-1,-1,-1,-1,-1,-1,-1,2904,-1,3164,3477,-1,97,1,1,1,10,1,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
parecog,-1,-1,1704,1385,-1,-1,-1,-1,-1,-1,-1,-1,3162,3489,-1,884,60,60,62,63,60,29,59,4,58,1,2,50,61,29,60,1,52,5,39,1,50,77,1,ge
PxZ,-1,-1,-1,12006,-1,-1,-1,-1,-1,-1,-1,-1,3166,3487,-1,2088,99,99,99,99,99,99,99,99,85,99,80,95,83,85,82,90,80,98,90,81,80,83,85,ge
NaturezBeast,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3160,3483,-1,1271,75,25,85,80,76,60,70,62,55,62,60,50,75,54,42,63,54,46,65,29,38,1,44,ge
redraylvl5,579,-1,-1,1387,577,-1,-1,1011,-1,2932,-1,-1,3164,3486,-1,126,1,2,1,44,1,1,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
MobGamer,2665,4413,1731,1333,2661,2667,-1,2663,-1,-1,1061,-1,3170,3485,-1,858,60,50,76,74,78,52,63,1,1,27,1,50,40,1,1,17,33,38,51,4,1,1,1,ge
x_Dr_Doom_x,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3171,3496,-1,1123,60,49,58,64,71,50,61,70,53,63,49,69,55,35,43,20,46,40,38,37,27,14,51,ge
OrtensFE,11850,11852,-1,1357,11854,-1,-1,11856,-1,11858,11860,-1,3155,3492,-1,705,44,40,42,34,13,30,40,42,38,1,43,34,45,36,38,17,61,41,18,17,1,9,21,ge
Colourerer,-1,-1,-1,1333,-1,-1,-1,-1,-1,2902,9006,-1,3167,3488,-1,176,57,1,1,46,1,1,1,1,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
ORIIOO2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3166,3483,-1,190,1,1,1,10,1,1,1,15,31,1,11,31,31,15,31,1,1,1,1,1,1,1,1,ge
UTskier,1050,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3162,3491,-1,976,54,70,53,64,45,68,81,50,46,32,1,99,40,42,43,17,30,53,1,1,1,1,75,ge
dinglebabyu8,1165,-1,1478,1299,1125,1195,-1,1077,-1,1063,9006,-1,3166,3472,-1,161,20,16,22,22,10,1,15,5,5,1,1,5,3,8,18,1,1,1,1,1,2,1,1,ge
el aguila 18,1163,-1,-1,1275,1123,1201,-1,1079,-1,-1,-1,-1,3164,3476,-1,518,46,47,45,48,40,11,41,38,38,1,38,41,1,34,41,1,1,1,1,1,1,1,1,ge
Zubr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3166,3487,-1,786,60,1,85,82,87,63,66,41,36,14,10,50,42,20,1,10,37,53,20,5,1,1,1,ge
Onward2328,579,13679,1727,1381,577,1540,-1,1033,-1,-1,9005,-1,3163,3487,-1,745,41,33,55,48,40,19,80,67,57,1,65,50,52,50,50,1,1,1,1,1,30,1,1,ge
I LOVE SOFI,6326,10499,12018,12926,2503,-1,-1,2497,-1,21816,19927,-1,3156,3489,-1,1691,99,99,99,99,94,74,86,70,66,60,62,70,70,64,60,58,58,55,89,63,45,86,65,ge
tradingrune4,12221,4367,-1,11709,12215,12223,-1,12217,-1,1063,1061,-1,3165,3487,-1,130,2,1,2,15,1,2,51,4,21,1,1,16,3,1,1,1,1,1,1,1,1,1,1,ge
plstaphlol,1048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3163,3487,-1,183,1,1,1,10,1,49,1,1,1,30,1,30,46,1,1,1,1,1,1,1,1,1,1,ge
RIP Vautour,-1,10069,1710,7409,-1,-1,-1,-1,-1,-1,88,-1,3159,3482,-1,1501,78,78,99,96,99,53,99,73,68,41,53,66,64,61,61,42,53,55,69,66,35,42,50,ge
hadiali,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3166,3492,-1,252,42,40,45,42,1,16,1,12,4,32,1,5,1,1,1,1,1,1,1,1,1,1,1,ge
Guah,-1,-1,3863,-1,-1,-1,-1,-1,-1,-1,-1,-1,3161,3492,-1,1828,99,99,99,99,99,80,99,80,70,80,77,77,70,70,70,70,70,70,85,70,55,70,70,ge
Maxi 18 MX,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4127,-1,3162,3491,-1,730,52,50,58,66,75,50,55,11,36,9,6,35,45,29,45,1,40,1,22,1,41,1,1,ge
8j k5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3163,3487,-1,515,40,1,53,61,70,17,64,35,36,9,35,2,39,1,1,1,25,1,20,1,1,1,1,ge
PARANOICOO,1169,4411,1725,853,1129,-1,-1,1099,-1,1065,1061,-1,3167,3491,-1,342,40,1,55,56,61,25,28,4,18,1,2,20,1,1,21,1,1,1,1,1,1,1,1,ge
serseysexi,6656,-1,-1,1359,6654,-1,-1,6655,-1,-1,1061,-1,3166,3487,-1,630,50,42,40,60,69,40,41,50,60,1,50,51,5,18,45,1,1,1,1,1,1,1,1,ge
volkal23,-1,-1,-1,1381,1035,-1,-1,1033,-1,2912,-1,-1,3167,3490,-1,176,1,2,23,27,1,43,43,4,1,1,1,1,9,1,10,1,1,1,1,1,1,1,1,ge
RUTHLESS5S5S,1017,4413,1731,853,581,-1,-1,1033,-1,1063,1061,-1,3166,3487,-1,362,40,1,74,64,73,1,74,1,1,1,1,1,7,1,1,1,1,14,1,1,1,1,1,ge
LeeBradJnr94,1055,4325,1478,1333,12449,20181,-1,7380,-1,-1,1061,-1,3162,3488,-1,295,40,20,49,50,55,15,1,4,3,1,1,1,5,20,22,1,1,1,1,1,1,1,1,ge
8IIlllIIIlD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3161,3480,-1,454,40,1,85,69,87,44,85,3,1,1,7,1,7,1,1,1,1,14,1,1,1,1,1,ge
Twin Slayer,1161,4351,1731,1381,1123,1540,-1,1073,-1,1063,-1,-1,3166,3473,-1,488,40,31,40,42,42,26,37,49,69,1,23,27,11,30,12,1,1,1,1,1,1,1,1,ge
DK92drock,579,1007,1727,1387,577,1193,-1,1011,-1,2912,1061,-1,3165,3486,-1,376,35,44,42,39,10,12,37,39,5,1,7,11,9,35,42,1,1,1,1,1,1,1,1,ge
Flavorice,4976,10499,6585,9185,4940,11283,-1,4994,-1,7462,19924,-1,3162,3487,-1,1758,91,85,90,91,89,71,75,80,75,70,80,66,75,80,73,70,73,72,79,70,58,75,70,ge
HASRROC 2322,-1,-1,1710,1273,-1,-1,-1,-1,-1,-1,-1,-1,3153,3485,-1,521,51,50,51,51,1,11,16,1,36,1,7,1,31,1,57,1,59,1,1,1,90,1,1,ge
Netbook Pro,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3162,3488,-1,1192,99,99,99,99,99,66,99,99,99,1,99,99,8,99,20,1,1,1,1,1,1,1,1,ge
bamdet60,579,4315,1727,1387,581,-1,-1,1015,-1,-1,1061,-1,3165,3486,-1,129,1,1,1,45,1,1,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
Napom,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3162,3486,-1,176,1,1,1,10,1,1,25,5,4,1,1,6,11,99,1,1,1,1,1,1,1,1,1,ge
elbarberfrao,-1,-1,1731,1381,1035,-1,-1,1033,-1,-1,1061,-1,3163,3487,-1,440,43,34,40,44,42,35,39,28,32,1,28,37,3,1,25,1,1,1,1,1,1,1,1,ge
O Papai Noel,11850,9813,-1,21028,11854,-1,-1,11856,-1,11858,11860,-1,3167,3487,-1,1832,93,93,99,99,94,82,94,85,73,75,73,70,80,70,72,70,71,70,95,70,61,70,73,ge
39khazard926,5527,-1,-1,1265,1005,-1,-1,-1,-1,-1,-1,-1,3166,3481,-1,100,3,1,12,12,1,1,1,4,1,1,1,1,3,1,49,1,1,1,1,1,1,1,1,ge
ChioAc,1017,4405,1727,1387,1035,-1,-1,1033,-1,1065,1061,-1,3167,3488,-1,447,34,42,29,43,44,35,49,31,27,1,11,30,8,29,26,1,1,1,1,1,1,1,1,ge
LurvA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3165,3484,-1,0,50,1,60,51,70,1,1,39,1,1,1,1,32,1,1,1,29,26,9,9,1,1,1,ge
